Victim,Word_label,Segment_label,Position_label,Plosion_label,Segment_duration,Max_time,Rise_time,START,END,DUR,COG_MID,SDEV_MID,SKEW_MID,KURT_MID,Dialect,Sex,Bi.mon,Age,Mean,Sd
2,qorri,q,on,n,0.0640609253279081,101.770931277141,0.0345415784047418,101.736389698737,101.800450624065,0.0640609253279081,4330.04657237055,1831.99282317506,1.40243114179261,1.48621912424547,G,1,1,40,89.2857142857143,31.4970394174356
2,çaj,ç,on,y,0.0732365356180509,114.176314171916,0.0226913138385072,114.153622858078,114.226859393696,0.0732365356180509,6629.54205677134,2380.88931704327,-0.0831691636311777,-1.23664902307914,G,1,1,40,89.2857142857143,31.4970394174356
2,qan,q,on,y,0.0767400766197,126.924915889298,0.0462417952744971,126.878674094024,126.955414170643,0.0767400766197,4137.29180778917,1488.56675095442,1.69908235877421,2.91119813632183,G,1,1,40,89.2857142857143,31.4970394174356
2,çuk,ç,on,y,0.077745790605519,156.942269076022,0.0429760755387463,156.899293000483,156.977038791089,0.077745790605519,5247.91606302778,2084.74971652942,0.610679125205425,-0.596326596612251,G,1,1,40,89.2857142857143,31.4970394174356
2,çarë,ç,on,y,0.110795306505139,166.692805147163,0.0823848013741895,166.610420345789,166.721215652294,0.110795306505139,6288.47463201028,2300.84399023149,0.175911901143403,-1.27370877714912,G,1,1,40,89.2857142857143,31.4970394174356
2,qarë,q,on,n,0.160660588273743,174.178317502049,0.116919552556055,174.061397949493,174.222058537767,0.160660588273743,4119.85954746912,1482.87257248876,2.63140876575467,10.0811031674409,G,1,1,40,89.2857142857143,31.4970394174356
2,qaj,q,on,n,0.0821651664833212,181.585053381249,0.0434715297179764,181.541581851531,181.623747018014,0.0821651664833212,4336.82021508318,1575.08724382373,1.63685591184508,2.83269433834063,G,1,1,40,89.2857142857143,31.4970394174356
2,çorri,ç,on,y,0.078713927725147,189.616818551095,0.0302676763814702,189.586550874713,189.665264802438,0.078713927725147,5662.81465135763,2134.77415280429,0.462539519234262,-0.566427457400911,G,1,1,40,89.2857142857143,31.4970394174356
2,fuqi,q,med,n,0.15019888996099,191.896820988409,0.0531889268889643,191.84363206152,191.952867977287,0.109235915766249,4755.22534789465,1711.3652754299,1.48149621715956,1.81642624504752,G,1,1,40,89.2857142857143,31.4970394174356
2,fuçi,ç,med,y,0.173462432625712,197.122043366279,0.0522445727332297,197.069798793546,197.180308330011,0.110509536465116,4917.46042019914,1773.85793663209,1.23453603342071,1.38994694509806,G,1,1,40,89.2857142857143,31.4970394174356
2,poqa,q,med,n,0.150887353352601,234.903857124517,0.0439233975667719,234.85993372695,234.94963413265,0.089700405700512,4456.25399757569,1449.58728158972,1.92238203907245,4.47506418808033,G,1,1,40,89.2857142857143,31.4970394174356
2,quk,q,on,y,0.0689609589638849,241.791051487401,0.0326306669055612,241.758420820496,241.827381779459,0.0689609589638849,4276.229157476,2139.77142839416,1.47458736535627,0.886815369071502,G,1,1,40,89.2857142857143,31.4970394174356
2,çan,ç,on,y,0.0841601831781702,244.141313102158,0.0430200096290037,244.098293092529,244.182453275707,0.0841601831781702,5465.04245775366,2319.41682260116,0.670899171705631,-0.777673285350604,G,1,1,40,89.2857142857143,31.4970394174356
2,poça,ç,med,y,0.126522787954485,251.940151320037,0.0559012921574151,251.88425002788,251.961959466736,0.0777094388555781,4713.47989063964,1803.40370797637,1.05039525620747,0.871868598817733,G,1,1,40,89.2857142857143,31.4970394174356
2,poqa,q,med,n,0.139156493400321,286.579226732865,0.0484615420798491,286.530765190785,286.621354910937,0.090589720151911,4191.31791324862,1520.81256175977,1.88147146688472,3.96739968300761,G,1,1,40,89.2857142857143,31.4970394174356
2,quk,q,on,y,0.1110604180775,303.941376227474,0.0579895333734157,303.883386694101,303.994447112178,0.1110604180775,3952.72641036693,2173.60467510948,1.73989618319078,1.49091289995554,G,1,1,40,89.2857142857143,31.4970394174356
2,fuqi,q,med,n,0.158757276309586,333.968602167921,0.0589911383243589,333.909611029597,334.023838795777,0.114227766179908,4438.79513006007,1705.39260088496,1.76719813650526,2.85187114133374,G,1,1,40,89.2857142857143,31.4970394174356
2,çan,ç,on,n,0.083821018004187,348.777625204583,0.0472938615615135,348.730331343021,348.814152361025,0.083821018004187,4942.5608418737,1867.83583158182,1.26858038019255,0.911855529808864,G,1,1,40,89.2857142857143,31.4970394174356
2,qarë,q,on,n,0.140133202783488,353.873753741283,0.103502223635473,353.770251517647,353.910384720431,0.140133202783488,4744.589534084,2102.10014576916,1.29143914589494,1.27975315045498,G,1,1,40,89.2857142857143,31.4970394174356
2,çarë,ç,on,y,0.0717551818832476,356.351291086476,0.033023506859422,356.318267579617,356.3900227615,0.0717551818832476,6365.06230370164,2452.34531776908,0.0742118122664237,-1.37379951328014,G,1,1,40,89.2857142857143,31.4970394174356
2,fuçi,ç,on,y,0.111563694443305,384.513277168386,0.0641450521059141,384.44913211628,384.560695810723,0.111563694443305,4781.10298449476,1588.14538746615,1.52803456652132,2.35717067940852,G,1,1,40,89.2857142857143,31.4970394174356
2,çuk,ç,on,y,0.0919990752123567,396.356571978118,0.0452303879371243,396.311341590181,396.403340665393,0.0919990752123567,4828.15615386803,2121.45743121389,0.93678305480467,-0.313786325797891,G,1,1,40,89.2857142857143,31.4970394174356
2,qorri,q,on,n,0.0583530395481944,403.831249033518,0.0262940915692411,403.804954941949,403.863307981497,0.0583530395481944,4451.84885904723,2076.41297561969,1.24325612788009,0.547511544684987,G,1,1,40,89.2857142857143,31.4970394174356
2,qan,q,on,y,0.0850118434609044,406.754016498762,0.0410533666873221,406.712963132075,406.797974975536,0.0850118434609044,4339.63912768591,1637.10142058542,1.57625679047354,2.73771672509128,G,1,1,40,89.2857142857143,31.4970394174356
2,çorri,ç,on,n,0.0698578990172791,431.700990271664,0.0269013619836755,431.67408890968,431.743946808698,0.0698578990172791,5503.12169622749,2427.5487697157,0.515015706666197,-0.766105600889792,G,1,1,40,89.2857142857143,31.4970394174356
2,çaj,ç,on,n,0.0815008079403583,438.86232654088,0.057965099080775,438.804361441799,438.885862249739,0.0815008079403583,4847.006155588,2016.88594767839,1.32402252249025,0.877754800705113,G,1,1,40,89.2857142857143,31.4970394174356
